166500.00 8
23  -7800340.58330 -15351509.53560  20378012.54990  20327820.34400
26   9605075.47960 -13258841.39870  20891801.60200  21778079.42200
166528.00 8
 3 -13221030.28920 -22987650.26710   1870402.89700  22681301.87500
 6 -21678012.56180   7985931.55850  13145436.73650  24406411.03100
 7 -25362286.97950  -6164844.59610   6263755.74130  23757039.95300
 9 -15277536.24240  -4163548.22720  21287341.63370  21089474.27300
16   2296563.00210 -21133706.12000  15510055.13430  20727770.38300
22  -9590041.61440 -24165936.85670  -5134432.70980  24207127.52300
23  -7798874.37520 -15353595.92430  20376946.31770  20327794.28900
26   9606400.35120 -13256537.52410  20892666.57670  21778411.39800
166529.00 8
 3 -13220891.77650 -22987989.99910   1867242.65210  22681975.40600
 6 -21679663.05340   7985651.87430  13142879.95160  24406799.18000
 7 -25361512.79600  -6165023.83530   6266769.14460  23756485.90600
 9 -15276134.44800  -4165873.65920  21287890.77620  21089081.80500
16   2297487.68640 -21131917.84660  15512375.01150  20727651.46900
22  -9589360.23690 -24165540.01740  -5137434.73020  24207846.53900
23  -7797408.34920 -15355682.28630  20375879.65770  20327768.36700
26   9607725.40520 -13254233.63070  20893531.10600  21778743.68800
166530.00 8
 3 -13220753.10320 -22988329.38580   1864082.36760  22682649.07000
 6 -21681313.24090   7985372.30380  13140322.88780  24407188.09400
 7 -25360738.25070  -6165203.09310   6269782.41860  23755931.68000
 9 -15274732.74790  -4168199.22890  21288439.46440  21088688.61700
16   2298412.59350 -21130129.35820  15514694.54920  20727533.00000
22  -9588678.64720 -24165142.88840  -5140436.64060  24208565.98400
23  -7795942.50530 -15357768.62140  20374812.57000  20327742.76600
26   9609050.64150 -13251929.71850  20894395.18990  21779075.85200
166531.00 8
 3 -13220614.26910 -22988668.42720   1860922.04350  22683323.22700
 6 -21682963.12440   7985092.84690  13137765.54500  24407575.60200
 7 -25359963.34360  -6165382.36960   6272795.56330  23755377.57000
 9 -15273331.14230  -4170524.93620  21288987.69820  21088296.18000
16   2299337.72340 -21128340.65480  15517013.74760  20727413.96900
22  -9587996.84520 -24164745.46990  -5143438.44090  24209284.49200
23  -7794476.84350 -15359854.92970  20373745.05460  20327717.68000
26   9610376.06020 -13249625.78780  20895258.82850  21779408.15600
166532.00 8
 3 -13220475.27420 -22989007.12340   1857761.67990  22683997.92200
 6 -21684612.70360   7984813.50350  13135207.92320  24407964.44500
 7 -25359188.07490  -6165561.66480   6275808.57880  23754823.77300
 9 -15271929.63120  -4172850.78110  21289535.47760  21087904.02300
16   2300263.07620 -21126551.73660  15519332.60640  20727295.84400
22  -9587314.83080 -24164347.76170  -5146440.13100  24210003.41400
23  -7793011.36390 -15361941.21100  20372677.11160  20327692.65600
26   9611701.66110 -13247321.83840  20896122.02170  21779741.29700
166533.00 8
 3 -13220336.11850 -22989345.47430   1854601.27690  22684672.80500
 6 -21686261.97860   7984534.27370  13132650.02270  24408353.82800
 7 -25358412.44440  -6165740.97880   6278821.46480  23754269.84400
 9 -15270528.21460  -4175176.76350  21290082.80260  21087512.26600
16   2301188.65170 -21124762.60370  15521651.12580  20727178.09400
22  -9586632.60410 -24163949.76390  -5149441.71080  24210723.54700
23  -7791546.06640 -15364027.46540  20371608.74090  20327668.26600
26   9613027.44440 -13245017.87050  20896984.76950  21780074.17200
166534.00 8
 3 -13220196.80190 -22989683.48000   1851440.83450  22685346.97700
 6 -21687910.94940   7984255.15740  13130091.84330  24408743.39800
 7 -25357636.45220  -6165920.31170   6281834.22140  23753716.89100
 9 -15269126.89250  -4177502.88350  21290629.67320  21087120.21100
16   2302114.45010 -21122973.25600  15523969.30560  20727060.14100
22  -9585950.16490 -24163551.47660  -5152443.18030  24211443.36700
23  -7790080.95100 -15366113.69260  20370539.94260  20327643.37500
26   9614353.40990 -13242713.88410  20897847.07190  21780407.54700
166535.00 8
 3 -13220057.32440 -22990021.14050   1848280.35290  22686021.35900
 6 -21689559.61590   7983976.15460  13127533.38520  24409133.06300
 7 -25356860.09830  -6166099.66350   6284846.84850  23753163.10900
 9 -15267725.66510  -4179829.14080  21291176.08930  21086728.46900
16   2303040.47140 -21121183.69370  15526287.14580  20726942.63300
22  -9585267.51340 -24163152.89990  -5155444.53950  24212163.41400
23  -7788616.01790 -15368199.89270  20369470.71660  20327619.14100
26   9615679.55770 -13240409.87930  20898708.92880  21780740.94500
166536.00 8
 3 -13219917.68590 -22990358.45580   1845119.83200  22686696.59400
 6 -21691207.97800   7983697.26510  13124974.64840  24409522.89800
 7 -25356083.38280  -6166279.03420   6287859.34600  23752610.03100
 9 -15266324.53230  -4182155.53550  21291722.05110  21086337.34400
16   2303966.71560 -21119393.91670  15528604.64630  20726825.46100
22  -9584584.64930 -24162754.03360  -5158445.78820  24212882.90600
23  -7787151.26700 -15370286.06570  20368401.06310  20327594.96100
26   9617005.88770 -13238105.85620  20899570.34020  21781074.89800
166537.00 8
 3 -13219777.88640 -22990695.42590   1841959.27190  22687371.48400
 6 -21692856.03570   7983418.48910  13122415.63300  24409911.64800
 7 -25355306.30570  -6166458.42390   6290871.71380  23752057.58600
 9 -15264923.49430  -4184482.06760  21292267.55830  21085945.71900
16   2304893.18270 -21117603.92520  15530921.80710  20726708.44500
22  -9583901.57280 -24162354.87800  -5161446.92640  24213603.04700
23  -7785686.69830 -15372372.21140  20367330.98210  20327571.18000
26   9618332.39990 -13235801.81470  20900431.30620  21781408.88300
166538.00 8
 3 -13219637.92580 -22991032.05080   1838798.67280  22688046.79700
 6 -21694503.78900   7983139.82630  13119856.33900  24410302.18000
 7 -25354528.86690  -6166637.83260   6293883.95200  23751504.87500
 9 -15263522.55090  -4186808.73690  21292812.61110  21085554.92200
16   2305819.87260 -21115813.71930  15533238.62810  20726591.28100
22  -9583218.28370 -24161955.43300  -5164447.95410  24214323.33600
23  -7784222.31180 -15374458.32980  20366260.47340  20327547.52300
26   9619659.09440 -13233497.75510  20901291.82670  21781743.35900
166539.00 8
 3 -13219497.80410 -22991368.33060   1835638.03460  22688722.39100
 6 -21696151.23790   7982861.27690  13117296.76640  24410691.85900
 7 -25353751.06640  -6166817.26050   6296896.06040  23750952.00000
 9 -15262121.70240  -4189135.54350  21293357.20940  21085163.77300
16   2306746.78550 -21114023.29890  15535555.10930  20726475.03100
22  -9582534.78200 -24161555.69860  -5167448.87110  24215043.92200
23  -7782758.10760 -15376544.42080  20365189.53730  20327523.63300
26   9620985.97100 -13231193.67740  20902151.90170  21782078.03100
166540.00 8
 3 -13219357.52120 -22991704.26530   1832477.35750  22689398.68800
 6 -21697798.38220   7982582.84070  13114736.91540  24411082.12500
 7 -25352972.90440  -6166996.70750   6299908.03900  23750399.77300
 9 -15260720.94860  -4191462.48720  21293901.35330  21084773.07000
16   2307673.92140 -21112232.66420  15537871.25060  20726359.03900
22  -9581851.06780 -24161155.67490  -5170449.67740  24215765.00000
23  -7781294.08570 -15378630.48440  20364118.17360  20327500.60900
26   9622313.02970 -13228889.58150  20903011.53110  21782412.68000
166541.00 8
 3 -13219217.07710 -22992039.85490   1829316.64150  22690074.91400
 6 -21699445.22200   7982304.51780  13112176.78600  24411472.48400
 7 -25352194.38080  -6167176.17370   6302919.88770  23749846.96100
 9 -15259320.28980  -4193789.56800  21294445.04260  21084382.85900
16   2308601.28020 -21110441.81530  15540187.05200  20726243.28100
22  -9581167.14090 -24160755.36190  -5173450.37300  24216485.89800
23  -7779830.24610 -15380716.52050  20363046.38250  20327477.82800
26   9623640.27060 -13226585.46760  20903870.71500  21782747.72700
166542.00 8
 3 -13219076.47170 -22992375.09940   1826155.88670  22690750.26600
 6 -21701091.75710   7982026.30800  13109616.37830  24411863.55500
 7 -25351415.49560  -6167355.65910   6305931.60650  23749295.50800
 9 -15257919.72580  -4196116.78600  21294988.27740  21083992.14800
16   2309528.86200 -21108650.75210  15542502.51340  20726127.75800
22  -9580483.00140 -24160354.75970  -5176450.95770  24217206.76600
23  -7778366.58870 -15382802.52900  20361974.16390  20327454.96900
26   9624967.69370 -13224281.33580  20904729.45330  21783083.06300
166543.00 8
 3 -13218935.70500 -22992709.99890   1822995.09310  22691426.39100
 6 -21702737.98760   7981748.21130  13107055.69220  24412254.35900
 7 -25350636.24890  -6167535.16380   6308943.19520  23748743.08600
 9 -15256519.25680  -4198444.14090  21295531.05770  21083601.90600
16   2310456.66680 -21106859.47470  15544817.63480  20726012.60900
22  -9579798.64910 -24159953.86830  -5179451.43160  24217927.21100
23  -7776903.11380 -15384888.50990  20360901.51790  20327432.25000
26   9626295.29880 -13221977.18600  20905587.74610  21783418.39100
166544.00 8
 3 -13218794.77700 -22993044.55330   1819834.26090  22692102.76600
 6 -21704383.91340   7981470.22780  13104494.72790  24412645.10200
 7 -25349856.64060  -6167714.68790   6311954.65390  23748191.61700
 9 -15255118.88270  -4200771.63280  21296073.38350  21083211.93000
16   2311384.69460 -21105067.98330  15547132.41610  20725897.54700
22  -9579114.08420 -24159552.68770  -5182451.79450  24218648.09400
23  -7775439.82120 -15386974.46320  20359828.44440  20327410.05500
26   9627623.08600 -13219673.01850  20906445.59320  21783754.31300
166545.00 8
 3 -13218653.68750 -22993378.76260   1816673.39000  22692778.60900
 6 -21706029.53450   7981192.35730  13101933.48540  24413036.95300
 7 -25349076.67080  -6167894.23140   6314965.98250  23747639.61700
 9 -15253718.60370  -4203099.26170  21296615.25470  21082822.26600
16   2312312.94540 -21103276.27780  15549446.85730  20725782.93000
22  -9578429.30650 -24159151.21800  -5185452.04640  24219369.10900
23  -7773976.71090 -15389060.38870  20358754.94360  20327387.74200
26   9628951.05530 -13217368.83310  20907302.99470  21784090.14800
166546.00 8
 3 -13218512.43660 -22993712.62700   1813512.48050  22693456.07800
 6 -21707674.85090   7980914.59980  13099371.96470  24413427.52300
 7 -25348296.33950  -6168073.79430   6317977.18080  23747087.64800
 9 -15252318.41980  -4205427.02740  21297156.67140  21082432.57000
16   2313241.41930 -21101484.35830  15551760.95840  20725668.12500
22  -9577744.31600 -24158749.45920  -5188452.18710  24220091.03900
23  -7772513.78310 -15391146.28650  20357681.01530  20327365.51600
26   9630279.20670 -13215064.63010  20908159.95060  21784426.25000
166547.00 8
 3 -13218371.02420 -22994046.14640   1810351.53260  22694132.71900
 6 -21709319.86240   7980636.95530  13096810.16590  24413819.25000
 7 -25347515.64660  -6168253.37670   6320988.24890  23746536.23400
 9 -15250918.33100  -4207754.92990  21297697.63350  21082043.59400
16   2314170.11620 -21099692.22500  15554074.71920  20725553.46900
22  -9577059.11270 -24158347.41130  -5191452.21680  24220811.83600
23  -7771051.03760 -15393232.15630  20356606.65970  20327343.96900
26   9631607.54010 -13212760.40940  20909016.46080  21784762.28900
166548.00 8
 3 -13218229.45030 -22994379.32080   1807190.54630  22694809.88300
 6 -21710964.56900   7980359.42370  13094248.08920  24414211.52300
 7 -25346734.59230  -6168432.97860   6323999.18670  23745985.52300
 9 -15249518.33740  -4210082.96920  21298238.14100  21081653.83600
16   2315099.03620 -21097899.87780  15556388.13970  20725439.39100
22  -9576373.69650 -24157945.07440  -5194452.13520  24221533.58600
23  -7769588.47460 -15395317.99830  20355531.87680  20327322.27300
26   9632936.05550 -13210456.17110  20909872.52540  21785099.21100
166549.00 8
 3 -13218087.71470 -22994712.15020   1804029.52160  22695487.53900
 6 -21712608.97080   7980082.00500  13091685.73440  24414604.32000
 7 -25345953.17660  -6168612.60020   6327009.99410  23745433.43800
 9 -15248118.43900  -4212411.14520  21298778.19390  21081264.82000
16   2316028.17930 -21096107.31680  15558701.22000  20725325.12500
22  -9575688.06740 -24157542.44850  -5197451.94240  24222255.32000
23  -7768126.09400 -15397403.81230  20354456.66650  20327300.80500
26   9634264.75290 -13208151.91530  20910728.14420  21785435.82800
166550.00 8
 3 -13217945.81750 -22995044.63470   1800868.45860  22696164.70300
 6 -21714253.06760   7979804.69920  13089123.10170  24414996.21900
 7 -25345171.39940  -6168792.24140   6330020.67110  23744882.76600
 9 -15246718.63580  -4214739.45780  21299317.79220  21080876.07800
16   2316957.54550 -21094314.54210  15561013.95980  20725211.42200
22  -9575002.22550 -24157139.53360  -5200451.63820  24222977.04700
23  -7766663.89590 -15399489.59820  20353381.02900  20327279.57800
26   9635593.63220 -13205847.64210  20911583.31740  21785773.07800
166551.00 8
 3 -13217803.75860 -22995376.77430   1797707.35740  22696842.00000
 6 -21715896.85940   7979527.50620  13086560.19120  24415388.18800
 7 -25344389.26070  -6168971.90230   6333031.21760  23744331.56300
 9 -15245318.92790  -4217067.90710  21299856.93590  21080486.95300
16   2317887.13490 -21092521.55370  15563326.35920  20725098.38300
22  -9574316.17060 -24156736.32980  -5203451.22260  24223698.96100
23  -7765201.88030 -15401575.35600  20352304.96410  20327258.48400
26   9636922.69360 -13203543.35150  20912438.04480  21786110.45300
166552.00 8
 3 -13217661.53790 -22995708.56900   1794546.21800  22697519.45300
 6 -21717540.34620   7979250.42590  13083997.00280  24415780.79700
 7 -25343606.76070  -6169151.58290   6336041.63350  23743780.14100
 9 -15243919.31530  -4219396.49290  21300395.62500  21080098.51600
16   2318816.94730 -21090728.35180  15565638.41820  20724985.10900
