166500.00 8
 3 -13224843.62530 -22977997.43780   1958873.99440  22719518.15600
 6 -21631675.19660   7993809.07550  13216913.69800  24452496.41400
 7 -25383817.32820  -6159833.23080   6179327.67360  23829534.70300
 9 -15316824.90650  -4098491.79790  21271781.10930  21157447.63300
16   2270762.05160 -21183690.58160  15444960.55200  20788230.62500
22  -9609034.25570 -24176930.67850  -5050331.14830  24244081.75000
23  -7839997.24060 -15295166.74950  20406639.26570  20385557.21900
26   9569372.69420 -13321039.11610  20868278.84930  21826200.88300
166501.00 8
 3 -13224709.59230 -22978346.84570   1955714.88600  22720162.43700
 6 -21633334.18540   7993526.19280  13214364.74720  24452852.93000
 7 -25383053.28010  -6160011.96830   6182344.66960  23828951.33600
 9 -15315420.48610  -4100813.35420  21272342.96950  21157024.92200
16   2271680.50450 -21181908.35270  15447289.91130  20788078.93800
22  -9608358.80910 -24176541.96450  -5053336.22410  24244771.39000
23  -7838526.12310 -15297253.83800  20405584.58980  20385500.53100
26   9570692.63520 -13318735.77270  20869155.84130  21826501.33600
166502.00 8
 3 -13224575.40010 -22978695.90780   1952555.73610  22720805.94500
 6 -21634992.87130   7993243.42480  13211815.51590  24453211.00800
 7 -25382288.86970  -6160190.72310   6185361.53820  23828368.07000
 9 -15314016.15880  -4103135.04960  21272904.37570  21156602.05500
16   2272599.17980 -21180125.90710  15449618.93270  20787927.60900
22  -9607683.15100 -24176152.95990  -5056341.19170  24245461.17900
23  -7837055.18720 -15299340.90140  20404529.48560  20385444.30500
26   9572012.75910 -13316432.40870  20870032.38850  21826802.13300
166503.00 8
 3 -13224441.04850 -22979044.62420   1949396.54480  22721450.23400
 6 -21636651.25430   7992960.77150  13209266.00420  24453569.11700
 7 -25381524.09720  -6160369.49520   6188378.27920  23827784.56200
 9 -15312611.92480  -4105456.88400  21273465.32790  21156178.88300
16   2273518.07740 -21178343.24490  15451947.61600  20787775.75800
22  -9607007.28160 -24175763.66460  -5059346.05110  24246150.77400
23  -7835584.43290 -15301427.93960  20403473.95310  20385387.26600
26   9573333.06590 -13314129.02440  20870908.49080  21827102.20300
166504.00 8
